"Sdlg","Species","Fire","FirePatch","Ht16_meas2016.cm","Ht2017.cm.fall","Patch","Elevation","Nearby_Easting","Nearby_Northing","Slope.Deg","Aspect.deg","BasDia2016.cm","LastYearGrth.cm","HTLCB","Dia_at_2016_growth","Dia_at_2015_growth","Ht2015.meas2016","Note1_2016","Note2_2016","Note3_Light","Datasheet1_2016","Light_File","DIFN","return","Date1_2016","Date2_2016","personel2","personel1","Time1","Time2","Photo","Datasheet2_2016","ShrubSpp03","Cov1","Ht1","Cov1.2","Ht1.2","Cov1.3","Ht1.3","DIFN.all","ref","Date","LAI.53","DIFN.53","Years","Date2017","DataSheet2017","Map","Status","BasDia2017.mm.1","BasDia2017.mm.2","Notes2017","shrubarea3","shrubarea2","shrubarea1","siteclass","Y","X","file_lat","Aspect.rad","Slope.rad","Lat.rad","Aspect.rad.fold.NS","Aspect.rad.fold.NESW","incidrad","heatload","Ht2015.cm_spring_from2017","Ht2016.cm_spring_from2017","Ht2017.cm_spring_from2017","Ht2015.cm_spring","apical_growth_pred","Ht2015.calc2016","Ht2017.cm_spring","Ht2016.cm_spring","Year","VertGrowth_cm","Ht_cm1","FireYear","Ht_cm2","VertGrowth_Rel","sqrt_shrubarea3","sqrt_shrubarea2","sqrt_shrubarea1"
"220","PIPO","AMRC","AMRC-2",115,122,"2",1652,0,0,24,262,3.04,17.12,25,1.5,1.72,74,"","","","Data_Sheet_AMRC__2_JUL_19_2016(1).xlsx",187,0.515,"0",2016-07-19,9999-09-09,"0","VF HH",07:19:00,01:00:00,"1","NA","CECO",450,92.6666666666667,870,91.3793103448276,1270,91.4173228346457,0.515,0,"20160719 06:39:16",1.04,0.502,9,NA,"Shrubs_Summer17_AMRC_KindleFire_Sep12_1234",NA,"DONE","30.1","27.7",NA,116100,79500,41700,"4",39.2201721528702,-120.621178830065,"AMR - Aerial - 2 - iphone.csv",4.57276264022514,0.418879020478639,0.684521137266578,1.71042266695444,2.49582083035189,0.887734016313635,1.01701968408992,77.6,95.9,116.5,77.6,26.3395583243156,74,116.5,95.9,"2017",5.5,116.5,2008,122,-3.05314318076733,340.734500748016,281.957443597434,204.205778566621
"221","ABCO","AMRC","AMRC-2",80,90,"2",1651,0,0,22,257,1.8,14.44,10,0.88,1.32,51,"","","","Data_Sheet_AMRC__2_JUL_19_2016(1).xlsx",188,0.625,"0",2016-07-19,9999-09-09,"0","VF HH",07:19:00,01:00:00,"1","NA","CECO",260,66.9230769230769,650,78,1000,81.4,0.625,0,"20160719 06:45:56",0.58,0.688,9,NA,"Shrubs_Summer17_AMRC_KindleFire_Sep12_1234",NA,"DONE","20.6","18.100000000000001",NA,81400,50700,17400,"4",39.2202768756844,-120.621140760639,"AMR - Aerial - 2 - iphone.csv",4.48549617762543,0.383972435438752,0.684522965024488,1.79768912955416,2.58308729295161,0.913585032157325,1.02609166957418,56.1,71.6,81,56.1,12.9544446289554,51,81,71.6,"2017",9,81,2008,90,-2.19722457733622,285.306852353742,225.166604983954,131.909059582729
"222","PIPO","AMRC","AMRC-2",96,106,"2",1658.5,0,0,20,282,2.71,16.75,20,1.74,2.19,45,"","","","Data_Sheet_AMRC__2_JUL_19_2016(1).xlsx",189,0.203,"0",2016-07-19,9999-09-09,"0","VF HH",07:19:00,01:00:00,"1","NA","CECO",330,60.6060606060606,650,69.0769230769231,990,70.9090909090909,0.203,0,"20160719 06:51:57",2.29,0.221,9,NA,"Shrubs_Summer17_AMRC_KindleFire_Sep12_1234",NA,"DONE","27.9","31",NA,70200,44900,20000,"4",39.2201299748038,-120.620986651742,NA,4.92182849062401,0.349065850398866,0.684520401120447,1.36135681655558,2.14675497995303,0.85056278985451,0.974623568281128,37.3,66.5,95,37.3,25.874175164625,45,95,66.5,"2017",11,95,2008,106,-2.15598161880217,264.952825989835,211.896201004171,141.42135623731
"223","ABCO","AMRC","AMRC-2",37,39,"2",1663,0,0,21,275,1.44,3.3,11,0.67,0.9,30,"same transects as 224","","","Data_Sheet_AMRC__2_JUL_19_2016(1).xlsx",190,0.321,"0",2016-07-19,9999-09-09,"0","VF HH",07:19:00,01:00:00,"1","NA","CECO",330,61.2121212121212,670,65.6716417910448,1060,68.2075471698113,0.321,0,"20160719 06:56:01",1.59,0.357,9,42990,"Shrubs_Summer17_AMRC_2_Sep12",NA,"done","11.2","12.3",NA,72300,44000,20200,"4",39.2200877967374,-120.620794473418,"AMR - Aerial - 2.csv",4.79965544298441,0.366519142918809,0.684519664974317,1.48352986419518,2.26892802759263,0.863931404228942,0.990016966032046,33.6,34.9,36.7,33.6,7.10108161237606,30,36.7,34.9,"2017",2.3,36.7,2008,39,-2.76986763212542,268.886593194975,209.76176963403,142.126704035519
"224","ABCO","AMRC","AMRC-2",33,32,"2",1663,0,0,21,275,1.18,2.76,8,0.66,0.71,25,"same transects as 223","","","Data_Sheet_AMRC__2_JUL_19_2016(1).xlsx",191,0.535,"0",2016-07-19,9999-09-09,"0","VF HH",07:19:00,01:00:00,"1","NA","CECO",330,61.2121212121212,670,65.6716417910448,1060,68.2075471698113,0.535,0,"20160719 06:58:48",0.76,0.628,9,42990,"Shrubs_Summer17_AMRC_2_Sep12",NA,"done","10.1","10.5",NA,72300,44000,20200,"4",39.2200877967374,-120.620794473418,"AMR - Aerial - 2.csv",4.79965544298441,0.366519142918809,0.684519664974317,1.48352986419518,2.26892802759263,0.863931404228942,0.990016966032046,26.7,27.7,29.8,26.7,6.81734588266755,25,29.8,27.7,"2017",2.2,29.8,2008,32,-2.60605103314709,268.886593194975,209.76176963403,142.126704035519
"225","ABCO","AMRC","AMRC-2",62,79,"2",1658.5,0,0,17,280,1.84,8.66,7,0.87,1.15,36,"","","","Data_Sheet_AMRC__2_JUL_19_2016(1).xlsx",192,0.38,"0",2016-07-19,9999-09-09,"0","VF HH",07:19:00,01:00:00,"1","NA","CECO",340,65.2941176470588,700,59.7142857142857,1050,67.4285714285714,0.38,0,"20160719 07:01:54",1.37,0.421,9,NA,"Shrubs_Summer17_AMRC_KindleFire_Sep12_1234",NA,"DONE","17.5","17.7",NA,70800,41800,22200,"4",39.2200663707812,-120.620725460764,NA,4.88692190558412,0.296705972839036,0.684519291020835,1.39626340159546,2.18166156499291,0.876919123030525,0.982220378120335,40.9,50.9,66.1,40.9,9.91742144800129,36,66.1,50.9,"2017",12.9,66.1,2008,79,-1.63394143549001,266.082693913001,204.450483002609,148.996644257513
"227","ABCO","AMRC","AMRC-NE",53,62,"NE",1951,0,0,16,166,1.49,3.42,2,1.03,1.17,43,"same shrubs as 228","","","Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx",203,0.503,"0",2016-07-19,9999-09-09,"0","VF HH",10:40:00,01:00:00,"1","NA","CECO",380,55.5263157894737,650,60.9230769230769,950,60.6315789473684,0.503,0,"20160720 05:49:44",0.86,0.58,9,NA,"Shrubs_Summer17_AMRC_2_Sep11",NA,"alive","18","16.8",NA,57600,39600,21100,"4",39.238383789423,-120.594028222838,"AMCRNE1.csv",2.89724655831059,0.279252680319093,0.6848389902866,2.89724655831059,2.11184839491314,1.03530736557699,0.974823106232292,46,50.4,55.7,46,7.16413399675573,43,55.7,50.4,"2017",6.3,55.7,2008,62,-2.17943051353575,240,198.997487421324,145.25839046334
"228","ABCO","AMRC","AMRC-NE",84,86,"NE",1951,0,0,16,166,1.99,6.06,17,0.65,0.87,63,"same shrubs as 227","","","Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx",204,0.498,"0",2016-07-19,9999-09-09,"0","VF HH",10:40:00,01:00:00,"1","NA","CECO",380,55.5263157894737,650,60.9230769230769,950,60.6315789473684,0.498,0,"20160720 05:52:37",0.9,0.554,9,NA,"Shrubs_Summer17_AMRC_2_Sep11",NA,"alive","20.6","20.9",NA,57600,39600,21100,"4",39.238383789423,-120.594028222838,"AMCRNE1.csv",2.89724655831059,0.279252680319093,0.6848389902866,2.89724655831059,2.11184839491314,1.03530736557699,0.974823106232292,65.5,72.4,79.3,65.5,8.55128645310846,63,79.3,72.4,"2017",6.7,79.3,2008,86,-2.47113060224388,240,198.997487421324,145.25839046334
"230","ABCO","AMRC","AMRC-NE",48,64,"NE",1951,0,0,17,197,1.98,2.5,4,0.69,0.96,40,"forked 5 cm from base","same transects as 231","","Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx",206,0.432,"0",2016-07-19,9999-09-09,"0","VF HH",10:40:00,01:00:00,"1","NA","ARPA",150,79.3333333333333,450,79.5555555555556,750,69.8666666666667,0.432,0,"20160720 06:02:50",1.14,0.517,9,NA,"Shrubs_Summer17_AMRC_KindleFire_Sep11",NA,"DONE","20.8","20.9",NA,52400,35800,11900,"4",39.2387285109858,-120.594261370175,NA,3.43829862642883,0.296705972839036,0.684845006812874,2.84488668075076,2.65290046303138,1.03598203625207,1.02564431289583,38.6,42.5,47.8,38.6,6.68073238317827,40,47.8,42.5,"2017",16.2,47.8,2008,64,-1.08201439725907,228.910462845192,189.208879284245,109.087121146357
"231","ABCO","AMRC","AMRC-NE",50,64,"NE",1951,0,0,17,197,1.31,9.35,5,0.5,0.79,27,"","same transects as 230","","Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx",207,0.305,"0",2016-07-19,9999-09-09,"0","VF HH",10:40:00,01:00:00,"1","NA","ARPA",150,79.3333333333333,450,79.5555555555556,750,69.8666666666667,0.305,0,"20160720 06:04:46",1.65,0.358,9,NA,"Shrubs_Summer17_AMRC_KindleFire_Sep11",NA,"DONE","14.9","14",NA,52400,35800,11900,"4",39.2387285109858,-120.594261370175,NA,3.43829862642883,0.296705972839036,0.684845006812874,2.84488668075076,2.65290046303138,1.03598203625207,1.02564431289583,33.1,43.7,54.6,33.1,10.2799726581844,27,54.6,43.7,"2017",9.4,54.6,2008,64,-1.7593241934749,228.910462845192,189.208879284245,109.087121146357
"232","ABCO","AMRC","AMRC-NE",55,65,"NE",1951,0,0,17,197,0.89,6.6,2,0.38,0.6,45,"","","","Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx",208,0.095,"0",2016-07-19,9999-09-09,"0","VF HH",10:40:00,01:00:00,"1","NA","ARPA",380,81.5789473684211,630,79.5238095238095,860,75.8139534883721,0.095,0,"20160720 06:06:31",3.36,0.105,9,NA,"Shrubs_Summer17_AMRC_KindleFire_Sep11",NA,"DONE","9.6","9.1999999999999993",NA,65200,50100,31000,"4",39.2387285109858,-120.594261370175,NA,3.43829862642883,0.296705972839036,0.684845006812874,2.84488668075076,2.65290046303138,1.03598203625207,1.02564431289583,47.4,55.1,61.3,47.4,8.83502218281697,45,61.3,55.1,"2017",3.7,61.3,2008,65,-2.80744702329199,255.342906696074,223.830292855994,176.06816861659
"233","ABCO","AMRC","AMRC-NE",37,41,"NE",1951,0,0,16,190,0.89,8.74,9,0.57,0.61,24,"","","","Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx",209,0.158,"0",2016-07-19,9999-09-09,"0","VF HH",10:40:00,01:00:00,"1","NA","Other",310,53.8709677419355,570,52.6315789473684,940,53.7234042553191,0.158,0,"20160720 06:10:03",2.62,0.186,9,NA,"Shrubs_Summer17_AMRC_KindleFire_Sep11",NA,"DONE","6.5","6.9",NA,50500,30000,16700,"4",39.2387285109858,-120.594261370175,NA,3.31612557878923,0.279252680319093,0.684845006812874,2.96705972839036,2.53072741539178,1.03723218521406,1.01522363067735,23.2,33,39.5,23.2,9.95945637092107,24,39.5,33,"2017",1.5,39.5,2008,41,-3.27083556379891,224.722050542442,173.205080756888,129.228479833201
"234","PIPO","AMRC","AMRC-NE",35,40,"NE",1951,0,0,20,197,1.51,3.39,9,0.77,1.01,22,"","","","Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx",210,0.183,"0",2016-07-19,9999-09-09,"0","VF HH",10:40:00,01:00:00,"1","NA","Other",200,25,420,29.047619047619,610,36.2295081967213,0.183,0,"20160720 06:13:02",2.77,0.221,9,NA,"Shrubs_Summer17_AMRC_KindleFire_Sep11",NA,"DONE","15.5","14",NA,22100,12200,5000,"4",39.2387285109858,-120.594261370175,NA,3.43829862642883,0.349065850398866,0.684845006812874,2.84488668075076,2.65290046303138,1.04231546287662,1.0302222624511,23,29.2,33,23,9.07006972282586,22,33,29.2,"2017",7,33,2008,40,-1.55059741241117,148.660687473185,110.453610171873,70.7106781186548
"235","ABCO","AMRC","AMRC-NE",32,30,"NE",1951,0,0,20,197,1.55,3.89,1,0.5,0.68,25,"same shrubs as 236","","","Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx",211,0.625,"0",2016-07-19,9999-09-09,"0","VF HH",10:40:00,01:00:00,"1","NA","ARPA",280,50,630,48.2539682539683,830,49.1566265060241,0.625,0,"20160720 06:14:44",0.58,0.679,9,NA,"Shrubs_Summer17_AMRC_KindleFire_Sep11",NA,"DONE","13.5","13.3",NA,40800,30400,14000,"4",39.2387285109858,-120.594261370175,NA,3.43829862642883,0.349065850398866,0.684845006812874,2.84488668075076,2.65290046303138,1.04231546287662,1.0302222624511,21,24.2,28,21,7.41108916890944,25,28,24.2,"2017",2,28,2008,30,-2.63905732961526,201.990098767242,174.355957741627,118.321595661992
"236","ABCO","AMRC","AMRC-NE",32,35,"NE",1951,0,0,20,197,1.11,3.98,1,0.27,0.42,29,"same shrubs as 235","forked","","Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx",212,0.42,"0",2016-07-19,9999-09-09,"0","VF HH",10:40:00,01:00:00,"1","NA","ARPA",280,50,630,48.2539682539683,830,49.1566265060241,0.42,0,"20160720 06:16:31",1.18,0.457,9,NA,"Shrubs_Summer17_AMRC_KindleFire_Sep11",NA,"DONE","9","9",NA,40800,30400,14000,"4",39.2387285109858,-120.594261370175,NA,3.43829862642883,0.349065850398866,0.684845006812874,2.84488668075076,2.65290046303138,1.04231546287662,1.0302222624511,23.5,28.4,33.2,23.5,7.45837845719419,29,33.2,28.4,"2017",1.8,33.2,2008,35,-2.91476321102033,201.990098767242,174.355957741627,118.321595661992
"239","PIPO","AMRC","AMRC-NE",46,49,"NE",1951,0,0,17,187,1.62,7.98,15,0.84,1.12,32,"","","","Data_Sheet_AMRC_NE_JUL_19_2016(1).xlsx",215,0.627,"0",2016-07-19,9999-09-09,"0","VF HH",10:40:00,01:00:00,"1","NA","ARPA",220,66.3636363636364,590,73.728813559322,940,77.1276595744681,0.627,0,"20160720 06:23:55",0.6,0.688,9,NA,"Shrubs_Summer17_AMRC_2_Sep11",NA,"alive","15.9","15.5",NA,72500,43500,14600,"4",39.2389159604994,-120.594784114349,"AMCRNE1.csv",3.2637657012294,0.296705972839036,0.684848278424068,3.01941960595019,2.47836753783195,1.04108754404023,1.01226376907446,35.5,40.4,42.8,35.5,14.8433364876356,32,42.8,40.4,"2017",6.2,42.8,2008,49,-1.9319888105367,269.258240356725,208.566536146142,120.830459735946
"242","ABCO","AMRC","AMRC-NE",32,29,"NE",1940,0,0,20,196,0.93,2.03,10,0.38,0.51,29,"same shrubs as 243","","full moon out for first half of light measurements, refer to picture","Data_Sheet_AMRC_NE_JUL_20_16",218,0.223,"0",2016-07-20,9999-09-09,"0","VF HH",01:00:00,01:00:00,"1","NA","ARPA",350,74.2857142857143,690,65.2173913043478,900,59.3333333333333,0.223,0,"20160720 06:32:48",2.17,0.249,9,NA,"Shrubs_Summer17_AMRC_2_Sep11",NA,"alive","6.2","6.4",NA,53400,45000,26000,"4",39.2386693293315,-120.594952152021,"AMCRNE1.csv",3.42084533390889,0.349065850398866,0.684843973898149,2.8623399732707,2.63544717051144,1.04313318253419,1.02884992931836,26,26.5,28.1,26,6.57464345232006,29,28.1,26.5,"2017",0.9,28.1,2008,29,-3.44113009199753,231.084400165827,212.132034355964,161.245154965971
"243","ABCO","AMRC","AMRC-NE",28,26,"NE",1940,0,0,20,196,1.13,3.15,6,0.38,0.97,20,"same shrubs as 242","","full moon out for first half of light measurements, refer to picture","Data_Sheet_AMRC_NE_JUL_20_16",219,0.28,"0",2016-07-20,9999-09-09,"0","VF HH",01:00:00,01:00:00,"1","NA","ARPA",350,74.2857142857143,690,65.2173913043478,900,59.3333333333333,0.28,0,"20160720 06:34:54",1.9,0.301,9,NA,"Shrubs_Summer17_AMRC_2_Sep11",NA,"alive","7.2","8.6",NA,53400,45000,26000,"4",39.2386693293315,-120.594952152021,"AMCRNE1.csv",3.42084533390889,0.349065850398866,0.684843973898149,2.8623399732707,2.63544717051144,1.04313318253419,1.02884992931836,17.4,19.2,24.2,17.4,7.16313237319697,20,24.2,19.2,"2017",1.8,24.2,2008,26,-2.59856596826052,231.084400165827,212.132034355964,161.245154965971
"244","PIPO","AMRC","AMRC-NE",22,20,"NE",1940,0,0,20,196,0.89,1.28,6,0.62,0.67,16,"","","full moon out for first half of light measurements, refer to picture","Data_Sheet_AMRC_NE_JUL_20_16",220,0.481,"0",2016-07-20,9999-09-09,"0","VF HH",01:00:00,01:00:00,"1","NA","ARPA",160,79.375,460,71.5217391304348,720,69.3055555555556,0.481,0,"20160720 06:37:30",0.95,0.539,9,NA,"Shrubs_Summer17_AMRC_2_Sep11",NA,"alive","7.2","6.5",NA,49900,32900,12700,"4",39.2386693293315,-120.594952152021,"AMCRNE1.csv",3.42084533390889,0.349065850398866,0.684843973898149,2.8623399732707,2.63544717051144,1.04313318253419,1.02884992931836,11.8,12.8,16,11.8,6.55699416156176,16,16,12.8,"2017",4,16,2008,20,-1.38629436111989,223.383079036887,181.383571472171,112.694276695846
"245","ABCO","AMRC","AMRC-NE",45,45,"NE",1940,0,0,16,202,0.7,9.35,1,0.4,0.51,30,"","","full moon out for first half of light measurements, refer to picture","Data_Sheet_AMRC_NE_JUL_20_16",221,0.086,"0",2016-07-20,9999-09-09,"0","VF HH",01:00:00,01:00:00,"1","NA","CECO",400,53.75,730,52.7397260273973,1020,54.0196078431373,0.086,0,"20160720 06:40:41",3.57,0.096,9,NA,"Shrubs_Summer17_AMRC_2_Sep11",NA,"alive","6.6","6.7",NA,55100,38500,21500,"4",39.2386536452354,-120.595074286516,"AMCRNE1.csv",3.52556508902855,0.279252680319093,0.684843700159032,2.75762021815104,2.7401669256311,1.02957713173417,1.02868977831056,24.7,34,41.9,24.7,10.4208388994799,30,41.9,34,"2017",3.1,41.9,2008,45,-2.60388371543699,234.73389188611,196.214168703486,146.628782986152
"246","ABCO","AMRC","AMRC-NE",65,65,"NE",1940,0,0,18,192,1.51,9.73,2,0.5,0.73,46,"same shrubs as 247","","full moon out for first half of light measurements, refer to picture","Data_Sheet_AMRC_NE_JUL_20_16",223,0.313,"0",2016-07-20,9999-09-09,"0","VF HH",01:00:00,01:00:00,"1","NA","CECO",400,40,800,40.125,1190,45.0420168067227,0.313,0,"20160720 06:46:42",1.57,0.354,9,NA,"Shrubs_Summer17_AMRC_KindleFire_Sep11",NA,"DONE","14.1","15.1",NA,53600,32100,16000,"4",39.2386614872834,-120.595013219268,NA,3.35103216382911,0.314159265358979,0.684843837028591,2.93215314335047,2.56563400043166,1.04156044037438,1.0207858675683,40.4,50.4,60,40.4,10.6205047833488,46,60,50.4,"2017",5,60,2008,65,-2.484906649788,231.516738055805,179.164728671689,126.491106406735
"247","ABCO","AMRC","AMRC-NE",34,35.8,"NE",1940,0,0,18,192,0.94,2.11,3,0.49,0.74,25,"same shrubs as 246","","full moon out for first half of light measurements, refer to picture","Data_Sheet_AMRC_NE_JUL_20_16",224,0.067,"0",2016-07-20,9999-09-09,"0","VF HH",01:00:00,01:00:00,"1","NA","CECO",400,40,800,40.125,1190,45.0420168067227,0.067,0,"20160720 06:49:35",4.08,0.078,9,NA,"Shrubs_Summer17_AMRC_KindleFire_Sep11",NA,"DONE","7.4","6.8",NA,53600,32100,16000,"4",39.2386614872834,-120.595013219268,NA,3.35103216382911,0.314159265358979,0.684843837028591,2.93215314335047,2.56563400043166,1.04156044037438,1.0207858675683,30,32.6,35.4,30,6.61667837523984,25,35.4,32.6,"2017",0.4,35.4,2008,35.8,-4.48300255201389,231.516738055805,179.164728671689,126.491106406735
"248","ABCO","AMRC","AMRC-NE",37,36,"NE",1940,0,0,18,202,0.68,2.63,5,0.3,0.38,30,"same shrubs as 249","","full moon out for first half of light measurements, refer to picture","Data_Sheet_AMRC_NE_JUL_20_16",225,0.114,"0",2016-07-20,9999-09-09,"0","VF HH",01:00:00,01:00:00,"1","NA","CECO",370,52.972972972973,690,49.4202898550725,1080,48.2407407407407,0.114,0,"20160720 06:54:34",3.21,0.134,9,NA,"Shrubs_Summer17_AMRC_KindleFire_Sep11",NA,"DONE","5.2","4.4000000000000004",NA,52100,34100,19600,"4",39.2386614872834,-120.595013219268,NA,3.52556508902855,0.314159265358979,0.684843837028591,2.75762021815104,2.7401669256311,1.033969584489,1.0329747727114,25.3,28.2,32.6,25.3,6.88990537421841,30,32.6,28.2,"2017",3.4,32.6,2008,36,-2.26053685675055,228.254244210267,184.661853126194,140
"249","ABCO","AMRC","AMRC-NE",45,43,"NE",1940,0,0,18,202,0.94,4.49,15,0.37,0.52,29,"same shrubs as 248","","full moon out for first half of light measurements, refer to picture","Data_Sheet_AMRC_NE_JUL_20_16",226,0.146,"0",2016-07-20,9999-09-09,"0","VF HH",01:00:00,01:00:00,"1","NA","CECO",370,52.972972972973,690,49.4202898550725,1080,48.2407407407407,0.146,0,"20160720 06:56:42",2.73,0.169,9,NA,"Shrubs_Summer17_AMRC_KindleFire_Sep11",NA,"DONE","5.8","6.5",NA,52100,34100,19600,"4",39.2386614872834,-120.595013219268,NA,3.52556508902855,0.314159265358979,0.684843837028591,2.75762021815104,2.7401669256311,1.033969584489,1.0329747727114,27.6,31.8,37.9,27.6,7.86721733210328,29,37.9,31.8,"2017",5.1,37.9,2008,43,-2.0057105723581,228.254244210267,184.661853126194,140
"250","ABCO","AMRC","AMRC-3",38,41,"3",1685,0,0,4,14,1.2,1.45,9,0.4,0.54,24,"","","","Data_Sheet_AMRC_3_JUL_20_2016(1).xlsx",227,0.496,"0",2016-07-20,9999-09-09,"0","VF HH",10:35:00,01:00:00,"1","NA","ARPA",380,82.6315789473684,640,78.28125,740,73.6486486486486,0.496,0,"20160721 05:26:16",0.9,0.556,9,NA,"Shrubs_Summer17_AMRC_2_Sep12",NA,"done","12.5","12","basal diameters measured above wound at base",54500,50100,31400,"3",39.219178,-120.635357,NA,0.244346095279206,0.0698131700797732,0.684503786025725,0.244346095279206,0.541052068118242,0.922190606164266,0.925994280267527,21.8,23.2,30.8,21.8,6.26989026115166,24,30.8,23.2,"2017",10.2,30.8,2008,41,-1.1051269696893,233.452350598575,223.830292855994,177.200451466693
"251","PIPO","AMRC","AMRC-3",28,25,"3",1684,0,0,2,14,0.63,2.8,15,0.55,0.61,20,"","","","Data_Sheet_AMRC_3_JUL_20_2016(1).xlsx",228,0.407,"0",2016-07-20,9999-09-09,"0","VF HH",10:35:00,01:00:00,"1","NA","CECO",270,60.3703703703704,520,63.0769230769231,600,56.8333333333333,0.407,0,"20160721 05:29:51",1.48,0.383,9,NA,"Shrubs_Summer17_AMRC_2_Sep12",NA,"done","5","5",NA,34100,32800,16300,"3",39.2192798087205,-120.635479362423,"AMR - Aerial - 3.csv",0.244346095279206,0.0349065850398866,0.684505562923105,0.244346095279206,0.541052068118242,0.943954997960077,0.945857994265639,8.7,12.5,17.7,8.7,8.46883849326346,20,17.7,12.5,"2017",7.3,17.7,2008,25,-0.885690291425438,184.661853126194,181.107702762748,127.671453348037
"252","ABCO","AMRC","AMRC-3",29,35,"3",1684,0,0,2,14,1.17,0.98,11,0.46,0.55,25,"","","","Data_Sheet_AMRC_3_JUL_20_2016(1).xlsx",229,0.353,"0",2016-07-20,9999-09-09,"0","VF HH",10:35:00,01:00:00,"1","NA","ARPA",240,89.5833333333333,480,72.0833333333333,640,58.4375,0.353,0,"20160721 05:31:33",1.57,0.374,9,NA,"Shrubs_Summer17_AMRC_2_Sep12",NA,"done","9.9","9.6999999999999993",NA,37400,34600,21500,"3",39.2192798087205,-120.635479362423,"AMR - Aerial - 3.csv",0.244346095279206,0.0349065850398866,0.684505562923105,0.244346095279206,0.541052068118242,0.943954997960077,0.945857994265639,25.5,26.7,30.1,25.5,6.02293508899795,25,30.1,26.7,"2017",4.9,30.1,2008,35,-1.81528996663825,193.390796058137,186.010752377383,146.628782986152
"253","ABCO","AMRC","AMRC-3",56,62,"3",1681,0,0,6,324,1.25,14.19,5,0.76,0.93,29,"same shrubs as 254","","","Data_Sheet_AMRC_3_JUL_20_2016(1).xlsx",230,0.371,"0",2016-07-20,9999-09-09,"0","VF HH",10:35:00,01:00:00,"1","NA","CECO",250,76.8,450,79.7777777777778,790,68.7341772151899,0.371,0,"20160721 05:35:34",1.4,0.391,9,NA,"Shrubs_Summer17_AMRC_KindleFire_Sep12_1234",NA,"DONE","12.6","15.7",NA,54300,35900,19200,"3",39.219158,-120.636404,NA,5.65486677646163,0.10471975511966,0.684503436959874,0.628318530717959,1.41371669411541,0.907840613761407,0.940719496153705,29.9,44.9,57.5,29.9,12.9639517361266,29,57.5,44.9,"2017",4.5,57.5,2008,62,-2.54770755102703,233.023603954621,189.472953214964,138.56406460551
"254","ABCO","AMRC","AMRC-3",62,72,"3",1681,0,0,6,324,1.7,16.75,3,0.76,1.24,41,"same shrubs as 253","","","Data_Sheet_AMRC_3_JUL_20_2016(1).xlsx",231,0.369,"0",2016-07-20,9999-09-09,"0","VF HH",10:35:00,01:00:00,"1","NA","CECO",250,76.8,450,79.7777777777778,790,68.7341772151899,0.369,0,"20160721 05:38:26",1.43,0.385,9,NA,"Shrubs_Summer17_AMRC_KindleFire_Sep12_1234",NA,"DONE","20.5","22.2",NA,54300,35900,19200,"3",39.219158,-120.636404,NA,5.65486677646163,0.10471975511966,0.684503436959874,0.628318530717959,1.41371669411541,0.907840613761407,0.940719496153705,39,56.6,61.8,39,14.3090692695595,41,61.8,56.6,"2017",10.2,61.8,2008,72,-1.80151564417342,233.023603954621,189.472953214964,138.56406460551
"255","ABCO","AMRC","AMRC-3",38,40,"3",1680.5,0,0,7,336,1.24,1.37,4,0.41,0.6,29,"","","","Data_Sheet_AMRC_3_JUL_21_2016.xlsx",232,0.098,"0",2016-07-21,9999-09-09,"0","VF HH",06:25:00,01:00:00,"1","NA","CECO",380,83.4210526315789,660,88.4848484848485,890,84.4943820224719,0.098,0,"20160721 05:40:43",3.34,0.116,9,NA,"Shrubs_Summer17_AMRC_KindleFire_Sep12_1234",NA,"DONE","11.9","11.7",NA,75200,58400,31700,"3",39.2192023821661,-120.636451649187,NA,5.86430628670095,0.122173047639603,0.684504211574802,0.418879020478639,1.20427718387609,0.891552273214073,0.924163968275702,27.7,29.5,34.8,27.7,6.36872157952738,29,34.8,29.5,"2017",5.2,34.8,2008,40,-1.90095876119305,274.226184016042,241.660919471891,178.044938147649
"256","ABCO","AMRC","AMRC-3",48,55,"3",1680,0,0,5,342,1.32,5.09,5,0.62,0.8,29,"","","","Data_Sheet_AMRC_3_JUL_20_2016(1).xlsx",233,0.13,"0",2016-07-20,9999-09-09,"0","VF HH",10:35:00,01:00:00,"1","NA","CECO",360,84.7222222222222,580,79.4827586206897,710,77.0422535211268,0.13,0,"20160721 05:44:32",3.02,0.132,9,NA,"Shrubs_Summer17_AMRC_2_Sep12",NA,"done","13.6","14",NA,54700,46100,30500,"3",39.2192467643323,-120.636499298375,"AMR - Aerial - 3.csv",5.96902604182061,0.0872664625997165,0.684504986189731,0.314159265358979,1.09955742875643,0.911847406988332,0.932728687080478,28.6,34.3,48,28.6,8.18247925400163,29,48,34.3,"2017",7,48,2008,55,-1.92529086185258,233.88031127053,214.709105535839,174.64249196573
