"Fire","Patch","Elevation","Nearby_Easting","Nearby_Northing","Sdlg","Species","Slope.Deg","Aspect.deg","Ht.cm","BasDia.cm","LastYearGrth.cm","HTLCB","Dia_at_2016_growth","Dia_at_2015_growth","Ht2015.meas2016","Note1","Note2","Note3_Light","DataSheet1","Light_File","DIFN","FirePatch","return","Date1","Date2","personel2","personel1","Time1","Time2","Photo","DataSheet2","ShrubSpp03","Cov1","Ht1","Cov1.2","Ht1.2","Cov1.3","Ht1.3","DIFN.all","ref","Date","LAI.53","DIFN.53","Years"
"AMRC","2",1672,0,0,"75","ABCO",21,299,49,0.92,7.65,0,0.37,0.58,45,"same shrubs as 73","","returned on July 21, 2016","Data_Sheet_AMRC_NW_JUN_22_1",64,0.088,"AMRC-2","0",2016-06-22,9999-09-09,"0","CT vf ",13:31:00,01:00:00,"0","NA","CECO",400,90,770,83.5064935064935,1070,84.018691588785,0.088,0,"20160623 05:15:39",3.79,0.089,8
"AMRC","2",1672,0,0,"76","ABCO",11,303,52,1.26,9.59,0,0.59,0.76,29,"","","returned on July 21, 2016","Data_Sheet_AMRC_NW_JUN_22_1",65,0.443,"AMRC-2","0",2016-06-22,9999-09-09,"0","CT vf ",13:31:00,01:00:00,"0","NA","CECO",410,51.9512195121951,850,51.8823529411765,1220,46.5573770491803,0.443,0,"20160623 05:21:29",1.03,0.51,8
"AMRC","2",1701,739372,4298304,"77","ABCO",15,290,31,0.59,2.86,0,0.28,0.37,24,"","mastication nearby","returned on July 21, 2016","Data_Sheet_AMCR_2_JUN23_2",66,0.123,"AMRC-2","0",2016-06-23,9999-09-09,"0","CT vf",07:45:00,01:00:00,"0","NA","CECO",540,70.3703703703704,790,75.1898734177215,1080,72.3148148148148,0.123,0,"20160623 05:24:33",3.03,0.133,8
"AMRC","2",1701,739372,4298304,"78","ABCO",15,290,38,0.83,3.47,0,0.29,0.39,30,"same shrubs as 79","mastication nearby","returned on July 21, 2016","Data_Sheet_AMCR_2_JUN23_2",67,0.115,"AMRC-2","0",2016-06-23,9999-09-09,"0","CT vf",07:45:00,01:00:00,"0","NA","CECO",510,83.5294117647059,890,80.1123595505618,1190,77.563025210084,0.115,0,"20160623 05:27:29",3.05,0.131,8
"AMRC","2",1701,739372,4298304,"79","ABCO",15,290,37,0.89,3.8,0,0.29,0.5,23,"same shrubs as 78","mastication nearby","returned on July 21, 2016","Data_Sheet_AMCR_2_JUN23_2",0,0,"AMRC-2","0",2016-06-23,9999-09-09,"0","CT vf",07:45:00,01:00:00,"0","NA","CECO",510,83.5294117647059,890,80.1123595505618,1190,77.563025210084,0,0,NA,NA,NA,8
"AMRC","2",1701,739372,4298304,"80","ABCO",15,290,49,1.1,3.93,0,0.5,0.78,31,"","mastication nearby","returned on July 21, 2016","Data_Sheet_AMCR_2_JUN23_2",68,0.063,"AMRC-2","0",2016-06-23,9999-09-09,"0","CT vf",07:45:00,01:00:00,"0","NA","CECO",370,62.972972972973,760,63.6842105263158,1050,63.5238095238095,0.063,0,"20160623 05:32:35",3.98,0.07,8
"AMRC","2",1701,739372,4298304,"81","ABCO",15,290,57,1.27,11.38,0,0.56,0.87,54,"","mastication nearby","returned on July 21, 2016","Data_Sheet_AMCR_2_JUN23_2",69,0.058,"AMRC-2","0",2016-06-23,9999-09-09,"0","CT vf",07:45:00,01:00:00,"0","NA","CECO",440,58.8636363636364,750,57.8666666666667,880,56.0227272727273,0.058,0,"20160623 05:37:43",4.11,0.065,8
"AMRC","2",1701,739372,4298304,"82","ABCO",15,290,42,1.68,11.78,0,NA,NA,NA,"SAMe as 80","mastication nearby","","Data_Sheet_AMCR_2_JUN23_2",68,0.063,"AMRC-2","0",2016-06-23,9999-09-09,"0","CT vf",07:45:00,01:00:00,"0","NA","CECO",370,62.972972972973,760,63.6842105263158,1050,63.5238095238095,0.063,0,"20160623 05:32:35",3.98,0.07,8
"AMRC","2",1701,739372,4298304,"83","ABCO",14,290,58,1.27,4,0,0.51,0.7,40,"","mastication nearby","returned on July 21, 2016","Data_Sheet_AMCR_2_JUN23_2",70,0.228,"AMRC-2","0",2016-06-23,9999-09-09,"0","CT vf",07:45:00,01:00:00,"0","NA","CECO",420,56.9047619047619,760,63.8157894736842,980,58.7755102040816,0.228,0,"20160623 05:41:42",2.03,0.26,8
"AMRC","2",1701,739372,4298304,"84","PIPO",14,290,95,2.75,8.12,0,NA,NA,NA,"same transects as 83 but NOT same light ( diff HTS)","mastication nearby","","Data_Sheet_AMCR_2_JUN23_2",0,0,"AMRC-2","0",2016-06-23,9999-09-09,"0","CT vf",07:45:00,01:00:00,"0","NA","CECO",420,56.9047619047619,760,63.8157894736842,980,58.7755102040816,0,0,NA,NA,NA,8
"AMRC","2",1701,739372,4298304,"85","ABCO",14,290,68,1.72,5.86,0,0.53,0.76,60,"","mastication nearby","returned on July 21, 2016","Data_Sheet_AMCR_2_JUN23_2",71,0.068,"AMRC-2","0",2016-06-23,9999-09-09,"0","CT vf",07:45:00,01:00:00,"0","NA","CECO",300,76.6666666666667,520,70,660,60.9090909090909,0.068,0,"20160623 05:44:58",4.16,0.064,8
"AMRC","2",1701,739372,4298304,"86","ABCO",14,290,45,1.18,3.57,0,0.5,0.8,33,"same as 85","mastication nearby","returned on July 21, 2016","Data_Sheet_AMCR_2_JUN23_2",71,0.068,"AMRC-2","0",2016-06-23,9999-09-09,"0","CT vf",07:45:00,01:00:00,"0","NA","CECO",300,76.6666666666667,520,70,660,60.9090909090909,0.068,0,"20160623 05:44:58",4.16,0.064,8
"AMRC","2",1701,739372,4298304,"87","ABCO",14,290,72,2.16,10.67,0,0.62,0.91,61,"same as 85","mastication nearby","returned on July 21, 2016","Data_Sheet_AMCR_2_JUN23_2",71,0.068,"AMRC-2","0",2016-06-23,9999-09-09,"0","CT vf",07:45:00,01:00:00,"0","NA","CECO",300,76.6666666666667,520,70,660,60.9090909090909,0.068,0,"20160623 05:44:58",4.16,0.064,8
"AMRC","2",1701,739372,4298304,"88","ABCO",23,290,47,0.99,12.58,0,0.51,0.68,28,"","mastication nearby","returned on July 21, 2016","Data_Sheet_AMCR_2_JUN23_2",72,0.219,"AMRC-2","0",2016-06-23,9999-09-09,"0","CT vf",07:45:00,01:00:00,"0","NA","CECO",420,68.0952380952381,780,67.9487179487179,1060,67.5471698113208,0.219,0,"20160623 05:47:43",2.17,0.237,8
"AMRC","2",1701,739372,4298304,"89","ABCO",23,290,55,1.05,7,0,0.52,0.71,37,"","mastication nearby","returned on July 21, 2016","Data_Sheet_AMCR_2_JUN23_2",73,0.214,"AMRC-2","0",2016-06-23,9999-09-09,"0","CT vf",07:45:00,01:00:00,"0","NA","CECO",360,69.4444444444444,590,63.8983050847458,710,61.830985915493,0.214,0,"20160623 05:51:20",2.23,0.238,8
"AMRC","2",1701,739372,4298304,"90","ABCO",16,290,41,1.1,4,0,0.4,0.69,35,"","mastication nearby","returned on July 21, 2016","Data_Sheet_AMCR_2_JUN23_2",75,0.198,"AMRC-2","0",2016-06-23,9999-09-09,"0","CT vf",07:45:00,01:00:00,"0","NA","CECO",390,62.5641025641026,790,62.2784810126582,1160,66.0344827586207,0.198,0,"20160623 05:59:47",2.36,0.234,8
"AMRC","2",1701,739372,4298304,"91","ABCO",16,290,20,0.4,3.96,0,NA,NA,NA,"","mastication nearby","","Data_Sheet_AMCR_2_JUN23_2",77,0.134,"AMRC-2","0",2016-06-23,9999-09-09,"0","CT vf",07:45:00,01:00:00,"0","NA","ARPA",420,75,860,77.4418604651163,1140,73.1578947368421,0.134,0,"20160623 06:07:45",2.88,0.152,8
"AMRC","2",1701,739372,4298304,"92","ABCO",16,290,11,0.4,3.42,0,NA,NA,NA,"same as 91","mastication nearby","","Data_Sheet_AMCR_2_JUN23_2",77,0.134,"AMRC-2","0",2016-06-23,9999-09-09,"0","CT vf",07:45:00,01:00:00,"0","NA","ARPA",420,75,860,77.4418604651163,1140,73.1578947368421,0.134,0,"20160623 06:07:45",2.88,0.152,8
"AMRC","2",1701,739372,4298304,"93","ABCO",16,290,18,0.48,2.27,0,NA,NA,NA,"same as 91","mastication nearby","","Data_Sheet_AMCR_2_JUN23_2",77,0.134,"AMRC-2","0",2016-06-23,9999-09-09,"0","CT vf",07:45:00,01:00:00,"0","NA","ARPA",420,75,860,77.4418604651163,1140,73.1578947368421,0.134,0,"20160623 06:07:45",2.88,0.152,8
"AMRC","2",1701,739372,4298304,"94","ABCO",16,290,54,1.1,7.8,0,0.5,0.7,35,"","mastication nearby","returned on July 21, 2016","Data_Sheet_AMCR_2_JUN23_2",78,0.166,"AMRC-2","0",2016-06-23,9999-09-09,"0","CT vf",07:45:00,01:00:00,"0","NA","CECO",410,90.7317073170732,750,72,1120,65.4464285714286,0.166,0,"20160623 06:13:07",2.56,0.18,8
"AMRC","2",1701,739372,4298304,"95","ABCO",16,290,72,2.21,11.5,0,0.66,0.95,50,"last years growth averaged due to fork","mastication nearby","returned on July 21, 2016","Data_Sheet_AMCR_2_JUN23_2",79,0.047,"AMRC-2","0",2016-06-23,9999-09-09,"0","CT vf",07:45:00,01:00:00,"0","NA","CECO",360,83.6111111111111,750,75.0666666666667,1080,77.3148148148148,0.047,0,"20160623 06:16:28",4.96,0.036,8
"AMRC","2",1701,739372,4298304,"96","ABCO",16,290,50,1.22,11.27,0,NA,NA,NA,"same as 95","mastication nearby","","Data_Sheet_AMCR_2_JUN23_2",79,0.047,"AMRC-2","0",2016-06-23,9999-09-09,"0","CT vf",07:45:00,01:00:00,"0","NA","CECO",360,83.6111111111111,750,75.0666666666667,1080,77.3148148148148,0.047,0,"20160623 06:16:28",4.96,0.036,8
"AMRC","2",1701,739372,4298304,"97","ABCO",16,299,50,1.73,15.8,0,NA,NA,NA,"1.25 is diameter before the fork","mastication nearby","","Data_Sheet_AMCR_2_JUN23_2",81,0.32,"AMRC-2","0",2016-06-23,9999-09-09,"0","CT vf",07:45:00,01:00:00,"0","NA","CECO",250,62,530,71.8867924528302,840,79.1666666666667,0.32,0,"20160623 06:27:59",1.64,0.336,8
"AMRC","2",1672,0,0,"98","ABCO",19,283,55,1.3,9.87,10,0.72,0.89,38,"","same shrubs as 99","light measurements June 23, 2016","Data_Sheet_AMRC_2_JUL_18_2016(4)",82,0.049,"AMRC-2","0",2016-07-18,9999-09-09,"0","VF HH",10:11:00,01:00:00,"1","NA","CECO",430,89.3023255813954,860,94.6511627906977,1250,92.16,0.049,0,"20160623 06:33:25",4.36,0.054,8
"AMRC","2",1672,0,0,"99","ABCO",19,283,40,1.15,7.01,15,0.66,0.7,35," top broken off","same shrubs as 98","light measurements June 23, 2016","Data_Sheet_AMRC_2_JUL_18_2016(4)",0,0,"AMRC-2","0",2016-07-18,9999-09-09,"0","VF HH",10:11:00,01:00:00,"1","NA","CECO",430,89.3023255813954,860,94.6511627906977,1250,92.16,0,0,NA,NA,NA,8
"AMRC","2",1672,0,0,"100","ABCO",17,311,117,2.71,20.65,10,1,1.32,75,"","","light measurements June 23, 2016","Data_Sheet_AMRC_2_JUL_18_2016(4)",0,0,"AMRC-2","0",2016-07-18,9999-09-09,"0","VF HH",10:11:00,01:00:00,"1","NA","CECO",360,91.1111111111111,760,89.2105263157895,1160,88.6206896551724,0,0,NA,NA,NA,8
"AMRC","2",1672,0,0,"103","ABCO",6,192,102,1.45,29.58,30,0.9,1.34,50,"","","light measurements June 23, 2016","Data_Sheet_AMRC_2_JUL_18_2016(4)",0,0,"AMRC-2","0",2016-07-18,9999-09-09,"0","VF HH",10:11:00,01:00:00,"1","NA","CECO",400,97.5,760,107.894736842105,1150,106.95652173913,0,0,NA,NA,NA,8
"AMRC","2",1672,0,0,"104","ABCO",5,192,62,1.15,9.3,10,0.59,0.86,40,"","","light measurements June 23, 2016","Data_Sheet_AMRC_2_JUL_18_2016(4)",0,0,"AMRC-2","0",2016-07-18,9999-09-09,"0","VF HH",10:11:00,01:00:00,"1","NA","CECO",400,127.5,800,122.5,1200,121.666666666667,0,0,NA,NA,NA,8
"AMRC","2",1701,739372,4298304,"105","ABCO",15,290,28,0.58,3.72,0,NA,NA,NA,"same shrubs as 78","mastication nearby","","Data_Sheet_AMCR_2_JUN23_2",86,0.061,"AMRC-2","0",2016-06-23,9999-09-09,"0","CT vf",07:45:00,01:00:00,"0","NA","CECO",510,83.5294117647059,890,80.1123595505618,1190,77.563025210084,0.061,0,"20160623 06:57:07",4.08,0.071,8
"AMRC","2",1701,739372,4298304,"106","ABCO",16,290,68,1.37,15.3,0,NA,NA,NA,"","mastication nearby","","Data_Sheet_AMCR_2_JUN23_2",0,0,"AMRC-2","0",2016-06-23,9999-09-09,"0","CT vf",07:45:00,01:00:00,"0","NA","CECO",400,85,810,83.3333333333333,1220,79.016393442623,0,0,NA,NA,NA,8
"AMRC","2",1701,739372,4298304,"107","ABCO",18,290,46,1.1,15.2,0,NA,NA,NA,"","mastication nearby","second CECO-2 light file, as per notes in notebook","Data_Sheet_AMCR_2_JUN23_2",80,0.093,"AMRC-2","0",2016-06-23,9999-09-09,"0","CT vf",07:45:00,01:00:00,"0","NA","CECO",380,69.4736842105263,710,76.056338028169,1140,77.8070175438596,0.093,0,"20160623 06:19:58",3.49,0.096,8
"CLVD","SE",1402,739372,4298304,"108","PIPO",21,142,202,5.85,5.09,0,NA,NA,NA,"halfway up crown is 170 cm","","","Data_Sheet_CLVD_SE_JUN24_2",0,0,"CLVD-SE","0",2016-06-24,9999-09-09,"0","CT vf hh",09:52:00,01:00:00,"0","NA","ARPA",380,207.368421052632,780,208.717948717949,1180,213.389830508475,0,0,NA,NA,NA,24
"CLVD","SE",1402,739372,4298304,"109","PIPO",21,124,101,2.65,6.8,0,NA,NA,NA,"mastication debris on s end","","","Data_Sheet_CLVD_SE_JUN24_2",91,0.117,"CLVD-SE","0",2016-06-24,9999-09-09,"0","CT vf hh",09:52:00,01:00:00,"0","NA","ARPA",170,171.764705882353,520,168.653846153846,810,173.827160493827,0.117,0,"20160628 05:21:59",3.22,0.127,24
"CLVD","SE",1402,739372,4298304,"110","PIPO",21,124,270,6.65,3.5,0,NA,NA,NA,"lt ht 270 for N","","","Data_Sheet_CLVD_SE_JUN24_2",92,0.821,"CLVD-SE","0",2016-06-24,9999-09-09,"0","CT vf hh",09:52:00,01:00:00,"0","NA","ARPA",400,195,800,191.25,1180,184.745762711864,0.821,0,"20160628 05:33:47",0.14,0.916,24
"CLVD","SE",1402,739372,4298304,"111","CADE",15,90,21,0.46,0,170,NA,NA,NA,"","","","Data_Sheet_CLVD_SE_JUN24_2",93,0.101,"CLVD-SE","0",2016-06-24,9999-09-09,"0","CT vf hh",09:52:00,01:00:00,"0","NA","ARVI",390,165.128205128205,730,164.520547945205,1040,162.980769230769,0.101,0,"20160628 05:57:56",3.51,0.118,24
"WRTS","1",2112,738851,4298772,"112","ABCO",13,70,154,6.5,17.3,10,NA,NA,NA,"throw out second light measurement facing N","","","Data_Sheet_WRTS_1_JUN_26_2",117,0.945,"WRTS-1","0",2016-06-26,9999-09-09,"0","CT",10:32:00,01:00:00,"0","NA","CECO",60,48.3333333333333,430,50.4651162790698,830,53.855421686747,0.945,0,"20160629 20:19:20",0.06,0.96,35
"WRTS","1",2112,738851,4298772,"113","ABCO",16,100,120,5.35,14.4,10,NA,NA,NA,"","","","Data_Sheet_WRTS_1_JUN_26_2",115,0.588,"WRTS-1","0",2016-06-26,9999-09-09,"0","CT",10:32:00,01:00:00,"0","NA","CECO",430,74.1860465116279,850,69.2941176470588,1240,68.9516129032258,0.588,0,"20160629 20:07:43",0.63,0.677,35
"WRTS","1",2112,738851,4298772,"115","ABCO",10,270,104,2.1,15.69,0,NA,NA,NA,"","","","Data_Sheet_WRTS_1_JUN_26_2",0,0,"WRTS-1","0",2016-06-26,9999-09-09,"0","CT",10:32:00,01:00:00,"0","NA","CECO",370,105.675675675676,770,111.818181818182,1190,115.546218487395,0,0,NA,NA,NA,35
"WRTS","1",2112,738851,4298772,"116","PIPO",23,60,204,8.24,18.7,35,NA,NA,NA,"","","","Data_Sheet_WRTS_1_JUN_29",106,0.711,"WRTS-1","0",2016-06-29,9999-09-09,"0","CT VF",01:00:00,01:00:00,"0","NA","CECO",70,48.5714285714286,310,61.9354838709677,520,66.5384615384615,0.711,0,"20160629 19:26:30",0.44,0.758,35
"WRTS","1",2112,738851,4298772,"117","ABCO",23,60,127,3.85,7.84,30,NA,NA,NA,"same shrubs as 118","","","Data_Sheet_WRTS_1_JUN_29",111,0.277,"WRTS-1","0",2016-06-29,9999-09-09,"0","CT VF",01:00:00,01:00:00,"0","NA","CECO",370,89.4594594594595,760,93.9473684210526,1170,90.7692307692308,0.277,0,"20160629 19:38:54",1.96,0.271,35
"WRTS","1",2112,738851,4298772,"118","ABCO",23,60,110,3.16,8.42,20,NA,NA,NA,"same shrubs as 117","second light reading of N was too close to lvs","","Data_Sheet_WRTS_1_JUN_29",112,0.087,"WRTS-1","0",2016-06-29,9999-09-09,"0","CT VF",01:00:00,01:00:00,"0","NA","CECO",370,89.4594594594595,760,93.9473684210526,1170,90.7692307692308,0.087,0,"20160629 19:40:55",3.56,0.096,35
"WRTS","1",2112,738851,4298772,"119","ABCO",23,60,125,4.89,13.3,0,NA,NA,NA,"","","","Data_Sheet_WRTS_1_JUN_29",108,0.489,"WRTS-1","0",2016-06-29,9999-09-09,"0","CT VF",01:00:00,01:00:00,"0","NA","PREM",120,94.1666666666667,400,96.75,680,83.3823529411765,0.489,0,"20160629 19:31:12",0.89,0.559,35
"WRTS","1",2112,738851,4298772,"120","ABCO",23,60,102,2.76,11.8,10,NA,NA,NA,"","","","Data_Sheet_WRTS_1_JUN_29",109,0.316,"WRTS-1","0",2016-06-29,9999-09-09,"0","CT VF",01:00:00,01:00:00,"0","NA","PREM",400,130,750,130.933333333333,1190,125.882352941176,0.316,0,"20160629 19:33:21",1.65,0.337,35
"WRTS","1",2112,738851,4298772,"121","PIPO",23,60,167,3.85,2.78,100,NA,NA,NA,"","","","Data_Sheet_WRTS_1_JUN_29",107,0.985,"WRTS-1","0",2016-06-29,9999-09-09,"0","CT VF",01:00:00,01:00:00,"0","NA","CECO",460,91.5217391304348,900,93.5555555555556,1370,110.14598540146,0.985,0,"20160629 19:29:08",0.02,0.988,35
"WRTS","1",2112,738851,4298772,"122","ABCO",21,79,105,2.32,9.06,30,NA,NA,NA,"","","","Data_Sheet_WRTS_1_JUN_29_4",113,0.512,"WRTS-1","0",2016-06-29,9999-09-09,"0","CT VF",01:00:00,01:00:00,"0","NA","CECO",460,78.2608695652174,880,82.0454545454545,1290,86.5891472868217,0.512,0,"20160629 19:51:11",0.89,0.557,35
"WRTS","1",2112,738851,4298772,"123","ABCO",25,60,95,2.41,8,20,NA,NA,NA,"slope and aspect from Data_Sheet_WRTS_1_JUN_29; LastYearGrowth an average of the two data sheets","","","Data_Sheet_WRTS_1_JUN_29_4",114,0.468,"WRTS-1","0",2016-06-29,9999-09-09,"0","CT VF",01:00:00,01:00:00,"0","NA","CECO",460,57.6086956521739,960,58.6458333333333,1340,55.8955223880597,0.468,0,"20160629 19:55:04",1,0.522,35
"WRTS","1",2112,738851,4298772,"124","ABCO",18,60,79,1.83,9.14,30,NA,NA,NA,"","","","Data_Sheet_WRTS_1_JUN_29_4",0,0,"WRTS-1","0",2016-06-29,9999-09-09,"0","CT VF",01:00:00,01:00:00,"0","NA","CECO",390,99.7435897435897,790,92.2784810126582,1190,90.672268907563,0,0,NA,NA,NA,35
"CLVD","SW",1405,723074,4296121,"19","PIPO",4,152,60,0.68,5,0,NA,NA,NA,"opportunistic sampling ","","","Data_Sheet_CLVD_SW_Jun_9",0,0,"CLVD-SW","0",2016-06-09,9999-09-09,"0","CT jb ",15:14:00,01:00:00,"0","NA","CEIN",390,172.051282051282,710,179.295774647887,1020,194.509803921569,0,0,NA,NA,NA,24
"FRDS","mid",1638,0,0,"286","PIPO",5,166,68,1.77,14.83,13,1.29,1.49,26,"","","","Data_Sheet_FRDS_MID_JUL_27_2016",256,0.572,"FRDS-mid","0",2016-07-27,9999-09-09,"0","VF HH",12:30:00,01:00:00,"1","NA","CEIN",210,164.285714285714,330,186.666666666667,450,195.333333333333,0.572,0,"20160728 06:05:44",0.73,0.617,12
"FRDS","mid",1638,0,0,"287","PIPO",5,166,69,1.87,4.96,16,1.35,1.39,41,"","","","Data_Sheet_FRDS_MID_JUL_27_2016",257,0.602,"FRDS-mid","0",2016-07-27,9999-09-09,"0","VF HH",12:30:00,01:00:00,"1","NA","CEIN",210,164.285714285714,330,186.666666666667,450,195.333333333333,0.602,0,"20160728 06:08:20",0.62,0.662,12
"FRDS","mid",1638,0,0,"288","PIPO",5,166,204,5.85,35.66,43,2.13,3.49,113,"","","","Data_Sheet_FRDS_MID_JUL_27_2016",258,0.828,"FRDS-mid","0",2016-07-27,9999-09-09,"0","VF HH",12:30:00,01:00:00,"1","NA","CEIN",100,160,290,147.241379310345,520,156.346153846154,0.828,0,"20160728 06:10:36",0.21,0.87,12
"FRDS","mid",1638,0,0,"289","PIPO",5,166,201,5.61,35.52,40,2.81,3.74,120,"","","","Data_Sheet_FRDS_MID_JUL_27_2016",0,0,"FRDS-mid","0",2016-07-27,9999-09-09,"0","VF HH",12:30:00,01:00:00,"1","NA","CEIN",0,0,110,112.727272727273,310,156.129032258065,0,0,NA,NA,NA,12
"FRDS","mid",1638,0,0,"290","PIPO",2,191,226,7,21.52,68,2.87,3.97,155,"","","correct file is 261","Data_Sheet_FRDS_MID_JUL_28_2016(1)",261,0.889,"FRDS-mid","0",2016-07-28,9999-09-09,"0","VF HH",07:00:00,01:00:00,"1","NA","CEIN",0,0,90,144.444444444444,380,165.526315789474,0.889,0,"20160728 06:21:50",0.07,0.956,12
"FRDS","mid",1638,0,0,"291","PIPO",7,208,142,3.15,7.8,53,1.17,1.49,115,"","","correct file is 262; up measurements held at 255cm","Data_Sheet_FRDS_MID_JUL_28_2016(1)",262,0.121,"FRDS-mid","0",2016-07-28,9999-09-09,"0","VF HH",01:00:00,01:00:00,"1","NA","CEIN",390,214.102564102564,770,208.441558441558,1060,204.905660377358,0.121,0,"20160728 06:38:28",2.92,0.142,12
"WRTS","1",2112,738851,4298772,"135","ABCO",23,60,18.2,0.4,2.48,0,NA,NA,NA,"","","","Data_Sheet_WRTS_1_JUN_29",110,0.199,"WRTS-1","0",2016-06-29,9999-09-09,"0","CT VF",01:00:00,01:00:00,"0","NA","CECO",310,81.9354838709677,630,86.984126984127,1050,88.9523809523809,0.199,0,"20160629 19:36:26",2.3,0.222,35
"PLKN","MID W",1805,0,0,"136","CADE",11,220,129,5.26,0,40,NA,NA,NA,"","","","Data_Sheet_PLKN_JUN_30",0,0,"PLKN-MID W","0",2016-06-30,9999-09-09,"0","CT vf",09:28:00,01:00:00,"0","NA","CHSE",290,63.7931034482759,550,68.9090909090909,820,59.2682926829268,0,0,NA,NA,NA,43
"PLKN","MID W",1805,0,0,"137","ABCO",11,220,121,3.39,10.47,20,NA,NA,NA,"","","","Data_Sheet_PLKN_JUN_30",0,0,"PLKN-MID W","0",2016-06-30,9999-09-09,"0","CT vf",09:28:00,01:00:00,"0","NA","CEIN",260,134.230769230769,690,105.217391304348,1080,97.5925925925926,0,0,NA,NA,NA,43
"PLKN","MID W",1805,0,0,"138","CADE",22,190,89,4.04,0,0,NA,NA,NA,"dead CEIN above","","","Data_Sheet_PLKN_JUN_30",0,0,"PLKN-MID W","0",2016-06-30,9999-09-09,"0","CT vf",09:28:00,01:00:00,"0","NA","CECO",140,81.4285714285714,430,64.4186046511628,710,65.4929577464789,0,0,NA,NA,NA,43
"FRDS","mid",1638,0,0,"292","PIPO",13,206,220,6.86,31.9,60,2.57,3.51,148,"","","up measurements held at 270cm","Data_Sheet_FRDS_MID_JUL_28_2016(1)",263,0.643,"FRDS-mid","0",2016-07-28,9999-09-09,"0","VF HH",01:00:00,01:00:00,"1","NA","CEIN",70,132.857142857143,280,135,500,147.6,0.643,0,"20160728 06:45:35",0.51,0.731,12
"FRDS","mid",1638,0,0,"293","PIPO",5,224,140,3.2,13,5,2.16,2.25,98,"","","","Data_Sheet_FRDS_MID_JUL_28_2016(1)",264,0.166,"FRDS-mid","0",2016-07-28,9999-09-09,"0","VF HH",01:00:00,01:00:00,"1","NA","CEIN",210,161.428571428571,460,185.652173913043,640,190,0.166,0,"20160728 06:52:46",2.63,0.176,12
"FRDS","mid",1638,0,0,"294","PIPO",12,243,45,1.2,4.94,5,1.07,1.14,21,"","","","Data_Sheet_FRDS_MID_JUL_28_2016(1)",265,0.398,"FRDS-mid","0",2016-07-28,9999-09-09,"0","VF HH",01:00:00,01:00:00,"1","NA","CECO",0,0,0,0,40,90,0.398,0,"20160728 07:00:53",1.22,0.45,12
"FRDS","N",1805,738851,4298772,"126","PILA",20,340,37,0.89,5.1,10,NA,NA,NA,"in an old skid trail","","","Data_Sheet_FRDS_JUN_28_2",102,0.028,"FRDS-N","0",2016-06-28,9999-09-09,"0","CT vf ",11:33:00,01:00:00,"1","NA","CHSE",360,104.166666666667,560,104.464285714286,710,97.887323943662,0.028,0,"20160629 05:53:40",5.69,0.022,12
"FRDS","N",1805,738851,4298772,"127","PILA",23,335,140,4.2,27.5,5,NA,NA,NA,"in an old skid trail","","","Data_Sheet_FRDS_JUN_28_2",103,0.666,"FRDS-N","0",2016-06-28,9999-09-09,"0","CT vf ",11:33:00,01:00:00,"1","NA","ARPA",90,40,190,71.5789473684211,290,77.9310344827586,0.666,0,"20160629 05:58:33",0.47,0.736,12
"FRDS","N",1805,738851,4298772,"128","PILA",25,340,65,1.1,12.3,15,NA,NA,NA,"in an old skid trail","","","Data_Sheet_FRDS_JUN_28_2",101,0.083,"FRDS-N","0",2016-06-28,9999-09-09,"0","CT vf ",11:33:00,01:00:00,"1","NA","CHSE",400,145,800,137.5,1080,128.333333333333,0.083,0,"20160629 05:45:56",3.85,0.098,12
"FRDS","N",1805,738851,4298772,"129","ABCO",21,310,24,0.53,6.93,5,NA,NA,NA,"in an old skid trail","","","Data_Sheet_FRDS_JUN_28_2",99,0.07,"FRDS-N","0",2016-06-28,9999-09-09,"0","CT vf ",11:33:00,01:00:00,"1","NA","CHSE",350,138.857142857143,590,129.152542372881,890,121.573033707865,0.07,0,"20160629 05:36:40",3.84,0.077,12
"FRDS","N",1805,738851,4298772,"130","PILA",20,350,34,0.76,4.33,5,NA,NA,NA,"in an old skid trail","","","Data_Sheet_FRDS_JUN_28_2",98,0.61,"FRDS-N","0",2016-06-28,9999-09-09,"0","CT vf ",11:33:00,01:00:00,"1","NA","CHSE",330,26.0606060606061,520,63.4615384615385,820,92.6829268292683,0.61,0,"20160629 05:32:51",0.74,0.619,12
"FRDS","N",1805,738851,4298772,"131","ABCO",18,330,68,1.04,13.17,5,NA,NA,NA,"","","","Data_Sheet_FRDS_JUN_28_2",97,0.11,"FRDS-N","0",2016-06-28,9999-09-09,"0","CT vf ",11:33:00,01:00:00,"1","NA","CHSE",390,72.8205128205128,580,75.3448275862069,770,77.9220779220779,0.11,0,"20160629 05:27:45",3.28,0.119,12
"FRDS","N",1805,0,0,"132","PIPO",16,345,220,5.2,43,0,NA,NA,NA,"","","","Data_Sheet_FRDS_N_JUN29",96,0.579,"FRDS-N","0",2016-06-29,9999-09-09,"0","CT vf",06:16:00,01:00:00,"1","NA","CHSE",380,110.526315789474,700,103,970,98.5567010309278,0.579,0,"20160629 05:23:06",0.88,0.577,12
